,Compound Score,Date,Neg Score,Neu Score,Pos Score,Source Acc.,Tweet
468,0.2023,03/25/18,0.0,0.847,0.153,nytimes,"China Splits Top Jobs at Central Bank, Adding Another Reformer https://t.co/kqJZn15u7I"
469,-0.34,03/25/18,0.167,0.833,0.0,nytimes,"""We’re going to be the generation that takes down the gun lobby."" https://t.co/rn5c6E4iCH"
470,-0.7964,03/25/18,0.303,0.614,0.083,nytimes,"One Houston suburb devastated by Harvey is sure to flood again, yet speculators are making a killing buying and res… https://t.co/nH2iYLmP6e"
471,0.0,03/25/18,0.0,1.0,0.0,nytimes,"Using Digital Firm, Brexit Campaigners Skirted Spending Laws, Ex-Employee Says https://t.co/ioWAG54LPm"
472,0.0,03/25/18,0.0,1.0,0.0,nytimes,"Slammed in September by Hurricanes Irma and Maria, this lush, wild bit of Puerto Rico is still recovering https://t.co/cdiZ3pR3gQ"
473,-0.5423,03/25/18,0.184,0.816,0.0,nytimes,There was no way around the buzz-kill query: Had Steven Spielberg set out to prove that he hadn’t lost his touch? https://t.co/CK6eQYcO7J
474,0.5106,03/25/18,0.0,0.852,0.148,nytimes,"Internet companies were built on a model in which people gave up their information for free services. Now, that ide… https://t.co/LudqMS4Osj"
475,-0.2263,03/25/18,0.174,0.826,0.0,nytimes,Photos from the #MarchForOurLives protests around the world https://t.co/2b8lrc9V0k https://t.co/42Bl4MZVB8
476,0.0,03/25/18,0.0,1.0,0.0,nytimes,Washington is now consumed by a debate over whether Trump’s new team plans to govern as far to the right as it talks https://t.co/WKM1QDhokY
477,-0.5994,03/25/18,0.151,0.849,0.0,nytimes,"In one of Sweden's gender-free schools, a girl had gotten so loud that she drowned out the boys in the class. The g… https://t.co/sDnpGPBZoS"
478,0.0,03/25/18,0.0,1.0,0.0,nytimes,City Kitchen: A Crisp Cool-Weather Twist for a Classic Summer Salad https://t.co/GwCas2J716
479,-0.4767,03/25/18,0.158,0.769,0.073,nytimes,The U.S. and China are waging a cold war for global dominance in the tech industry. This week's tariffs duel height… https://t.co/zuhsChWGAX
480,0.2023,03/25/18,0.0,0.859,0.141,nytimes,Greenhouse Gas Emissions Rose Last Year. Here Are the Top 5 Reasons. https://t.co/Q2L0l8bPcS
481,0.0,03/25/18,0.0,1.0,0.0,nytimes,"“How can this be? How can we have so much information about where he was going to go, or at least where he said he… https://t.co/NwPn5MbZzy"
482,0.6124,03/25/18,0.0,0.75,0.25,nytimes,There are substantial coverage gaps in traditional Medicare. One of them is care for your teeth. https://t.co/D0v4zTSjMK
483,0.0,03/25/18,0.0,1.0,0.0,nytimes,"Where do these Mets players go when they're hungry for some home cooking? Bravo, of course. https://t.co/aBPw61UmSr"
484,0.4588,03/25/18,0.0,0.8,0.2,nytimes,You'll probably need to do a little shopping to make this traditional dish. But it's well worth it. https://t.co/76aUzX0OB0
485,0.5565,03/25/18,0.112,0.607,0.28,nytimes,"Sharing is caring. It's also become a trend at fancy restaurants, and not everyone is thrilled. https://t.co/CV9LAUqxYA"
486,0.0,03/25/18,0.0,1.0,0.0,nytimes,Can Facebook be fixed? https://t.co/0BKiz8K04B
487,-0.4404,03/25/18,0.209,0.791,0.0,nytimes,"Sketch Guy: Resistance Is Futile. To Change Habits, Try Replacement Instead. https://t.co/AeoPk8GlFj"
488,0.2023,03/25/18,0.0,0.859,0.141,nytimes,Greenhouse gas emissions rose last year. Here are the top 5 reasons. https://t.co/AVc5lUFm2K
489,0.765,03/25/18,0.0,0.72,0.28,nytimes,"The Great Australian Bight, a pristine stretch of ocean, is believed to have enormous natural gas reserves. The loc… https://t.co/AbefSqKOOO"
490,-0.7717,03/25/18,0.295,0.705,0.0,nytimes,The Trump administration raised fears of a trade war after it authorized a series of tariffs explicitly — and impli… https://t.co/pzK3Csxgd5
491,0.0,03/25/18,0.0,1.0,0.0,nytimes,"In a story with parallels to that of the American soldier Bowe Bergdahl, Gennady Tsevma walked off a Soviet Army ba… https://t.co/nwna00SbqH"
492,-0.3612,03/25/18,0.276,0.569,0.154,nytimes,Is it worth making pita at home? Absolutely. https://t.co/nrB0HnpeTl
493,0.0,03/25/18,0.0,1.0,0.0,nytimes,"How do you remove 200,000 pounds of trash from Everest? Recruit yaks. https://t.co/HfCnzbSrck"
494,0.0,03/25/18,0.0,1.0,0.0,nytimes,"There will always be something gray and Dickensian about a bowl of morning porridge. Unless, that is, you add choco… https://t.co/xBATIFiZ8R"
495,0.0,03/25/18,0.0,1.0,0.0,nytimes,Need a dinner idea? Try this salmon https://t.co/bHxc5qRygf
496,0.1901,03/25/18,0.0,0.923,0.077,nytimes,"For those of us pinching our pennies, dining out can seem like an impossible luxury, but it doesn’t have to be https://t.co/vyi0czqvi7"
497,0.3182,03/25/18,0.0,0.859,0.141,nytimes,"40% of Americans were obese in 2015 and 2016, a sharp increase from a decade earlier https://t.co/Rsql03shu8"
498,0.5106,03/25/18,0.131,0.618,0.251,nytimes,"France is celebrating the memory and the courage of Arnaud Beltrame, a 44-year-old police officer who died of his w… https://t.co/RXCLm92WzK"
499,0.0,03/25/18,0.0,1.0,0.0,nytimes,The Saturday Profile: Shining a Cleansing Light on China’s Dark Secrets https://t.co/lUO49suD7U
